LEVEL_3_CO,ID,LEVEL_NAME,REGION_NAM,CONTINENT,THREEREALM,REALM_LONG,NEOPALEO,AREA_M2,AREA_KM2,PERIMETER,LAT,LONG,X_COORD,Y_COORD,ISISLAND,PALMSR,PalmPresAbs,srtm_alt_mean,srtm_alt_median,srtm_alt_min,srtm_alt_max,alt_min0,alt_range,soilcount,PREC_Sum,PREC_CV,P_drie_quart,Tmean_mean,T_cold_quart,Temp_SD,Tmin_cold_month,GPP_mean,GPP_median,GPP_min,GPP_max,GPP_range,GPP_SD,NPP_mean,NPP_median,NPP_min,NPP_max,NPP_range,NPP_SD,GeologicalOrigin,Geology_3categ,DistToCont_m,DistToCont_km,NearestMainland,ensLGM_Pmean,ensLGM_Tmean,ensLGM_Pano,ensLGM_Tano,ccLGM_Tmean,ccLGM_Pmean,miLGM_Tmean,miLGM_Pmean,ccAnoTmean,ccAnoTmedian,miAnoTmean,miAnoTmedian,ccAnoPmean,ccAnoPmedian,miAnoPmean,miAnoPmedian,PLIO_PREC_30s,PLIO_TEMP_30s,PLIO_P_ANOM,PLIO_T_ANOM,Plio_Wmm_mean,Plio_Cmm_mean,Mio_Prec_Mean,Mio_Temp_Mean,VelocityMean,VelocityMedian,VelocityMeanLog,CH_Extent,CH_Mean,CH_Range,CH_CV,CH_Min,CH_Max,CH_Median,CH_SD,CH_Majority,CH_Sum,CH_Variety,CH_PercCover,CH_PercQuart4
NEB,220,Nebraska,North-Central U.S.A.,NORTHERN AMERICA,NewWorld,Nearctic,New World,2.00156E+11,200155.6129,2175000.624,41.52790501,-99.79214759,-9627823.324,4854027.851,0,0,0,792.3726,756,261,1639,261,1378,4,576.2102,59.5054,42.4036,91.7689,-39.9676,10078.3877,-121.8499,6393.19,6816,0,13579,13579,1749.61,3825.72,4099,478,8504,8026,948.469,mainland,mainland,,,,554.2337,-100.241,21.9516,192.0459,-99.754,566.7377,-100.2453,542.1818,191.5529,194,192.052,198,9.4293,17,34.0461,47,1900.63,134.329,-1324.44,-42.5167,29.2936,-1.82545,1.75647,15.2899,61.91035328,61.27899551,1.775691387,1,,,,,,,,,,,,
NEP,221,Nepal,Indian Subcontinent,ASIA-TROPICAL,OWEast,IndoMalay,Old World,1.47199E+11,147199.1291,2440038.581,28.25300785,83.93851707,8100386.091,3462117.649,0,9,1,2085.354,1566,62,7873,62,7811,8,1376.0649,99.801,45.3857,141.1571083,72.2216,4820.3716,4.7283,10608.8,11125,0,27378,27378,6425.54,6834.05,7119,0,16070,16070,3110.23,mainland,mainland,,,,1302.9529,113.4203,72.9226,27.7168,121.0137,977.2382,106.3563,1629.0327,20.1342,20,34.5163,34,398.5883,373,-253.8355,-261,2943.83,145.686,-1567.23,-4.40154,25.3292,4.69,4.12391,12.926,57.0655522,58.31415939,1.735033868,1,33.7709,37,0.229833377,7,44,38,7.76168,23,6658310,33,0.341417927,0.330847809
NET,222,Netherlands,Middle Europe,EUROPE,OWWest,Palearctic,Old World,35786057695,35786.05769,2669009.931,52.2535763,5.600997759,539875.5336,5794917.451,0,0,0,9.0731,2,-8,300,0,300,9,781.9538,16.4912,151.3051,92.75431667,24.7634,5402.3691,-5.6209,9036.87,10291,0,23469,23469,4393.44,6051.36,5914,597,14989,14392,1039.79,mainland,mainland,,,,801.9567,-41.5895,-19.875,134.1736,-91.6498,825.0699,8.9718,779.3193,184.2521,184,83.4955,83,-43.1307,-44,3.1512,3,2970.54,126.546,-2201.4,-33.4527,18.974,7.58,2.51825,17.1642,1.525109563,0.48969835,-0.160263874,1,25.6281,38,0.160566331,4,42,26,4.11501,26,519072,30,0.100807295,0.089026369
NEV,223,Nevada,Southwestern U.S.A.,NORTHERN AMERICA,NewWorld,Nearctic,New World,2.86612E+11,286612.062,2312517.689,39.35827474,-116.6521158,-11254202.06,4638051.406,0,0,0,1688.2661,1716,149,3850,149,3701,8,249.2379,24.5607,43.0587,91.50776667,-5.1863,7893.3247,-83.5251,2100.39,1960,0,17409,17409,1174.79,1346.83,1209,254,10841,10587,539.341,mainland,mainland,,,,395.0282,24.8895,-145.8055,66.6543,14.2587,322.8086,35.9846,468.011,77.2648,75,55.5681,56,-73.4706,-69,-218.7617,-214,1898.11,135.873,-1648.93,-44.3224,28.809,1.36533,1.46367,15.1561,51.92188022,52.90162659,1.704369734,1,19.7615,57,0.591984414,1,58,19,11.6985,36,56419,18,0.002233767,0.000967835
NFK,224,Norfolk Is.,Australia,AUSTRALASIA,OWEast,Oceania,Old World,63196641.2,63.1966412,51120.48095,-29.55055786,166.14407,16034093.95,-3607164.422,1,5,1,47.1429,17,-2,238,0,238,1,1523.0714,17,310.8571,189.571425,159.1429,2438,132.4286,22019.9,24856,0,36970,36970,13908.9,17566.4,18244,2541,22466,19925,4778.47,mixed,volcanic,579465.6274,579.4656274,NSW,934.4946,168.5699,345.3571,23.4286,167.7204,805.8065,170.1075,1063.9354,23.2143,24,25.8,27,445.2143,430,219.6,214,2437.66,225.791,-1760,-37.0909,0,0,0,0,3.790048733,3.061869621,0.501653042,1,,,,,,,,,,,,
NFL,225,Newfoundland,Eastern Canada,NORTHERN AMERICA,NewWorld,Nearctic,New World,1.12135E+11,112134.8806,5644616.319,48.71653797,-56.02934953,-5405246.252,5503842.353,1,0,0,187.6002,165,1,833,1,832,2,1250.1628,13.939,257.9562,34.74739167,-62.045,7722.7969,-116.5673,7448.39,8083,0,19499,19499,3153.86,4591.88,4622,345,12784,12439,1532.13,continental,continental,16982.84632,16.98284632,LAB,552.3303,-167.5596,698.4008,202.9135,-146.3091,521.9389,-188.3275,583.3066,181.3555,181,224.0729,228,728.4133,731,667.906,646,3842.71,71.6127,-2594.34,-36.8999,17.8736,-4.77818,3.8714,8.9694,1.940574884,1.940574884,0.287930406,1,9.56759,62,0.500210607,1,63,9,4.78581,9,2290240,63,0.409432294,0.007255611
NGA,226,Nigeria,West Tropical Africa,AFRICA,OWWest,Afrotropics,Old World,9.08617E+11,908616.7758,5446129.607,9.593635674,8.105324864,781598.6985,1215518.961,0,31,1,329.3717,305,-9,2381,0,2381,16,1173.0243,100.835,19.5762,264.0748333,242.0831,1878.1165,163.5546,9648.37,9758,0,31270,31270,5221.94,4326.57,4651,0,14526,14526,2207.22,mainland,mainland,,,,1527.8236,238.5762,-353.9321,25.544,229.5402,1075.2189,248.1034,1980.8073,34.581,35,16.0112,16,98.2065,7,-806.015,-431,4165.84,299.305,-2990.94,-35.1936,31.6635,26.6466,6.32422,26.1542,35.28071448,31.24940681,1.500994573,1,13.0367,43,0.520407772,1,44,14,6.7844,3,4501340,38,0.108073568,0.006335782
NGR,227,Niger,West Tropical Africa,AFRICA,OWWest,Afrotropics,Old World,1.18201E+12,1182009.578,5521276.138,17.42632282,9.397657535,904156.1452,2182541.092,0,6,1,462.1149,438,158,1938,158,1780,13,133.8012,144.301,0.0271,270.9845583,203.5357,4703.5664,111.7409,500.829,0,0,17338,17338,897.87,289.818,187,0,4105,4105,320.508,mainland,mainland,,,,158.5296,249.2258,-24.7485,21.7989,248.0748,141.4263,250.8683,176.0154,22.9492,24,20.1528,21,-7.65,5,-42.229,-38,696.19,325.889,-562.341,-54.8616,35.4183,21.0362,4.18878,26.7946,6.134489169,6.288829803,0.744786305,1,2.12057,1,0.15355494,2,3,2,0.325624,2,897,2,9.8532E-05,
NIC,228,Nicaragua,Central America,SOUTHERN AMERICA,NewWorld,Neotropics,New World,1.28124E+11,128123.6682,2053057.991,12.83970931,-85.03469962,-8204747.816,1623980.418,0,63,1,222.1133,107,-4,1742,0,1742,13,2290.6145,66.468,131.0653,250.6029667,238.4051,864.3899,189.0832,20314.8,20079,0,37226,37226,8238.04,9705.2,9415,0,17882,17882,2531.41,mainland,mainland,,,,2046.6044,229.4682,246.4963,21.2167,234.7649,2276.1316,224.6367,1817.3337,15.9097,16,26.067,26,16.5115,21,475.7511,466,268.806,307.372,2022.23,-56.7525,31.814,28.584,2.47817,25.6085,7.715719514,8.087417603,0.850309696,1,19.8538,51,0.306460224,1,52,20,6.0844,22,4052730,49,0.448448886,0.137731799
NLA,229,Netherlands Antilles,Caribbean,SOUTHERN AMERICA,NewWorld,Neotropics,New World,791976348.3,791.9763483,220794.56,12.18787013,-68.69286221,-6627916.712,1543449.587,1,0,0,28.9922,21,-1,188,0,188,1,524.7468,65.7392,52.1043,273.4191583,261.5938,825.2364,234.4772,9337.9,10923,0,27847,27847,6370.86,6657.7,6503,1108,15708,14600,2171.35,mixed,volcanic,73950.9853,73.9509853,VEN,471.3634,251.7539,48.1776,21.8613,260.3934,393.7296,243.2209,551.5165,13.0644,13,30.6477,31,127.1188,128,-33.5101,-31,330.829,260.678,189.873,12.8392,0,0,0,0,3.443513005,3.064291954,0.421874368,1,,,,,,,,,,,,
NNS,230,Nansei-shoto,Eastern Asia,ASIA-TEMPERATE,OWEast,IndoMalay,Old World,2107955172,2107.955172,585855.1353,25.77340565,126.6998898,12223458.6,3179538.04,1,5,1,98.3162,70,-11,443,0,443,2,2196.8335,27.4455,386.9017,224.6354667,168.918,4250.2798,134.4688,19070,20959,0,35880,35880,14660.7,14938.2,16638,1135,18971,17836,3874.95,volcanic,volcanic,323487.2683,323.4872683,CHS,2151.0327,195.478,42.9767,29.6614,194.6209,2779.3142,196.5408,1526.1678,30.3305,28,28.4366,29,-585.5557,-604,672.2375,684,7039.54,271.573,-4830.79,-46.8075,0,0,3.506,26.728,6.744617462,6.744617462,0.828957323,1,,,,,,,,,,,,
NOR,231,Norway,Northern Europe,EUROPE,OWWest,Palearctic,Old World,3.21798E+11,321797.6238,27207507.71,64.44784887,14.07508911,1268758.458,6569231.984,0,0,0,558.6693,480,-188,2292,0,2292,11,1023.1369,27.7497,169.7839,10.17908333,-73.2551,6802.4077,-111.6469,4161.39,3566,0,17110,17110,2929.88,2575.3,2150,9,10832,10823,1638.05,mainland,mainland,,,,917.7095,-186.5664,111.1521,197.3107,-181.2699,816.6056,-191.4508,1019.5679,192.1453,187,202.0233,198,213.2476,165,7.5275,41,3637.85,27.9415,-2624.7,-17.2511,11.9452,-7.64967,3.4137,5.60577,2.52978762,2.485111952,0.384972433,1,22.5148,65,0.277618722,1,66,22,6.25053,20,11265100,60,0.195142689,0.082219371
NRU,232,Nauru,Southwestern Pacific,PACIFIC,OWEast,Oceania,Old World,28916417.44,28.91641744,20251.18701,-0.522073311,166.9300834,16106462.81,-66601.70547,1,0,0,12.8519,2,-3,37,0,37,1,2057.815,36,334.1111,277.7901167,276.1482,147.037,247.4815,15233.1,17186,0,37277,37277,10441.4,11157.9,11614,1391,18575,17184,3490.4,atoll,atoll,2535153.786,2535.153786,QLD,2429.2896,263.6579,-373.8889,14.3333,258.303,1810.6061,268.303,3057.0303,19.3333,19,8,8,249.5185,247,-992,-992,3031.61,293.667,-975.05,-16.25,0,0,0,0,9.602812831,7.717195988,0.900679349,1,,,,,,,,,,,,
NSC,233,Nova Scotia,Eastern Canada,NORTHERN AMERICA,NewWorld,Nearctic,New World,55339579116,55339.57912,3262395.733,45.14835243,-63.30227022,-6109570.837,5192279.223,0,0,0,116.5407,94,-29,530,0,530,2,1335.5363,16.7545,279.1991,57.57230833,-45.9355,8048.9561,-100.0775,11318.6,11590,0,20373,20373,3456.75,6322.6,5924,533,13070,12537,1619.15,mainland,mainland,,,,552.5158,-190.0269,784.5658,248.039,-192.6778,512.9284,-186.9111,592.7261,250.5198,234,244.9836,245,823.4724,831,745.0472,741,3200.31,121.844,-1860.51,-64.162,20.635,3.28375,3.37575,11.3415,,,,1,12.6474,62,0.422871895,1,63,12,5.34823,12,2808260,63,0.822082437,0.01743818
NSW,234,New South Wales,Australia,AUSTRALASIA,OWEast,Australasia,Old World,8.04764E+11,804763.8019,4295591.334,-32.18030973,147.0187766,14185658.53,-3890210.766,0,4,1,288.7819,172,-10,2159,0,2159,15,574.2669,24.3348,105.1716,171.215975,100.3648,5405.5298,32.9251,8322.48,5904,0,38504,38504,6692.32,4835.86,3217,306,22760,22454,4117.36,mainland,mainland,,,,623.8718,140.0583,-47.6378,31.219,127.5973,702.0608,153.0147,546.3096,43.682,45,18.2482,19,-125.6644,-102,29.9092,47,1574.31,197.561,-998.327,-26.3553,27.4887,9.93,1.84378,20.8559,55.33305648,49.90348434,1.694076577,1,22.8827,46,0.264240234,1,47,25,6.04653,26,9232060,41,0.12284044,0.085144092
NTA,235,Northern Territory,Australia,AUSTRALASIA,OWEast,Australasia,Old World,1.34877E+12,1348765.939,8656750.576,-19.41428342,133.3652138,12867552.73,-2414297.181,0,14,1,300.4992,264,-12,1327,0,1327,15,553.5365,86.0508,16.7772,248.0838417,182.9047,4617.4204,95.0976,4838.8,3541,0,42394,42394,3239.98,1824.48,1177,0,21804,21804,1663.46,mainland,mainland,,,,545.4139,214.9345,10.5955,33.288,199.6116,674.0005,230.752,417.3692,48.6248,46,17.4557,17,-118.091,-106,138.8333,136,1902.83,288.942,-1343.67,-40.7623,33.1776,19.6839,3.27562,29.3504,8.103162508,9.111934662,0.791271415,1,17.4433,28,0.455864429,1,29,23,7.95178,23,158089,21,0.001827081,0.001160196
NUE,236,Niue,Southwestern Pacific,PACIFIC,OWEast,Oceania,Old World,252727000.5,252.7270005,59736.51359,-19.05190358,-169.8685868,-16389987.85,-2387104.454,1,0,0,57.7386,62,1,85,1,84,1,2039.088,34.8055,318.076,245.7148083,228.6596,1278.2462,202.4802,31423.6,36668,0,37556,37556,10725.9,15860,17558,5178,18042,12864,3845.09,atoll,atoll,3607986.878,3607.986878,QLD,2178.9023,227.8965,-141.8693,17.848,229.7899,1941.1627,226.7899,2414.7131,15.848,16,19.2838,19,95.3404,93,-382.7723,-383,4390.04,269.223,-2351.08,-23.4482,0,0,0,0,10.82224421,10.57511139,0.996112473,1,,,,,,,,,,,,
NUN,237,Nunavut,Subarctic America,NORTHERN AMERICA,NewWorld,Nearctic,New World,1.19998E+12,1199978.132,124445957.2,73.63804896,-84.04314295,-8070628.971,6930474.846,1,0,0,384.4322,254,-4,2416,0,2416,6,192.9646,57.3999,21.603,-165.9883083,-325.4683,13728.2842,-370.6042,107.08,0,0,9728,9728,329.322,327.655,223,0,6021,6021,358.295,continental,continental,0,0,NWT,117.0237,-309.8385,75.0261,144.0186,-272.1502,129.7588,-347.0636,104.8359,106.2316,127,181.2883,184,62.2368,52,87.2189,80,1186.28,-96.888,-995.863,-68.8835,7.29011,-29.4538,1.16377,-9.88757,5.763309002,5.763309002,0.760671905,1,11.6084,29,0.950880397,2,31,6,11.0382,6,4446,8,4.47745E-05,1.02876E-05
NWC,238,New Caledonia,Southwestern Pacific,PACIFIC,OWEast,Oceania,Old World,19231115313,19231.11531,1664948.768,-21.29461419,165.6718498,15984779.16,-2655664.69,1,37,1,251.7439,171,-20,1504,0,1504,4,1619.962,44.5139,216.1488,218.3907333,188.7744,2241.6248,148.8329,23073.1,25044,0,40679,40679,9419,12237.2,12807,846,21829,20983,4178.09,continental,continental,902477.4434,902.4774434,QLD,1350.8657,196.879,274.4574,22.0707,198.3408,1441.5049,195.9581,1262.2289,20.6101,21,23.0186,23,185.3381,187,362.2781,348,2313.33,264.428,-692.967,-46.0245,28.515,23.345,4.108,27.314,18.28546696,11.27616882,1.059539523,1,22.3575,29,0.1894456,1,30,23,4.23553,26,537384,30,0.33668581,0.187911472
NWG,239,New Guinea,Papuasia,ASIA-TROPICAL,OWEast,Australasia,Old World,8.16428E+11,816428.3459,13197752.94,-5.345954432,140.8323421,13587216.28,-679375.3791,1,253,1,561.024,135,-52,4613,0,4613,13,3045.2995,25.4392,552.9183,240.158625,231.3531,584.7695,189.8732,23591.9,24043,0,41775,41775,5033.23,10201.8,9983,485,21147,20662,2289.22,continental,continental,99650.71435,99.65071435,QLD,2736.7778,215.0406,306.7797,25.3574,213.0364,2417.4961,217.5448,3056.4417,27.3564,26,22.8632,24,626.2693,609,-13.3725,-67,6783.43,288.988,-3731.46,-48.6949,29.0148,26.9114,7.64473,29.2574,1.867061221,1.297477722,0.157979895,1,22.0357,51,0.23915056,1,52,22,5.26985,22,54566300,52,0.870742582,0.423220552
NWH,240,New Hampshire,Northeastern U.S.A.,NORTHERN AMERICA,NewWorld,Nearctic,New World,24202014249,24202.01425,741088.6169,43.68999511,-71.5792793,-6906553.68,5058831.498,0,0,0,347.6143,309,-3,1839,0,1839,1,1130.9915,11.7536,241.4835,58.02814167,-70.9265,9587.9775,-144.4267,11612.6,12094,0,17994,17994,2419.98,5835.05,5834,670,10057,9387,501.187,mainland,mainland,,,,587.1733,-200.3409,543.8256,258.4081,-169.1107,478.0498,-231.0881,696.8342,227.1628,227,289.2366,289,652.973,619,433.3087,406,3541.94,102.934,-2411.07,-44.8436,21.84,-2.86,3.2175,12.727,5.243960099,2.640104294,0.401965038,1,15.4556,62,0.237599964,1,63,15,3.67225,15,1722900,49,0.967211266,0.009552897
NWJ,241,New Jersey,Northeastern U.S.A.,NORTHERN AMERICA,NewWorld,Nearctic,New World,19835846798,19835.8468,950975.7435,40.18920093,-74.66262909,-7204021.695,4724886.347,0,0,0,74.3919,34,-12,508,0,508,4,1156.586,11.4061,257.7872,111.4534,-1.4042,8575.4482,-62.0992,9836.08,12137,0,25664,25664,6388.43,6892.3,6543,665,15846,15181,1456.79,mainland,mainland,,,,1104.5688,-92.85,52.138,204.8559,-108.9913,855.4213,-76.2209,1354.2145,221.0012,222,188.3036,190,301.8893,292,-198.0994,-205,2872.49,134.401,-1717.36,-22.7459,25.49,-0.3,3.083,15.938,24.72920337,25.21345615,1.343995915,1,20.036,55,0.237639748,8,63,20,4.76135,21,789277,26,0.440150169,0.099040213
NWM,242,New Mexico,South-Central U.S.A.,NORTHERN AMERICA,NewWorld,Nearctic,New World,3.15096E+11,315095.9358,2393969.837,34.42306424,-106.1076877,-10238132.64,4133741.941,0,0,0,1764.4261,1741,865,3878,865,3013,6,353.6555,62.6286,38.0117,115.0750583,17.8542,7616.0625,-74.6914,3857.87,3358,0,19412,19412,2062.36,2368.48,2071,471,11977,11506,1118.34,mainland,mainland,,,,535.3144,10.3447,-181.6762,104.7698,-10.7697,358.5176,31.9636,712.4886,125.8905,128,83.1486,86,-4.9026,-3,-358.8324,-341,1634.77,176.272,-1281.07,-61.1711,32.4903,2.6729,0.79145,16.105,48.79489201,56.80783463,1.646705681,1,25.191,42,0.227513001,1,43,26,5.73128,22,2108610,40,0.063466248,0.044633745
NWT,243,Northwest Territories,Subarctic America,NORTHERN AMERICA,NewWorld,Nearctic,New World,1.08929E+12,1089291.199,36774944.37,67.81952211,-103.2742596,-9855764.115,6744576.305,0,0,0,195.8461,169,0,792,0,792,6,194.2528,64.0972,17.3068,-138.9034333,-315.2771,14653.4482,-368.8594,731.535,170,0,4616,4616,885.204,871.792,869,0,2827,2827,419.603,mainland,mainland,,,,155.1678,-243.2009,38.5234,104.4019,-198.9827,167.8162,-286.9299,143.0241,60.1738,48,148.1967,155,25.9235,24,50.6552,50,1442.6,-66.7561,-1251.07,-72.2734,10.7203,-27.622,1.45823,-6.6977,11.78477016,9.203177452,0.969207195,1,40,0,0,40,40,40,0,40,520,1,1.39789E-06,1.39789E-06
NWY,244,New York,Northeastern U.S.A.,NORTHERN AMERICA,NewWorld,Nearctic,New World,1.3703E+11,137029.7494,2765882.625,42.99492034,-75.69458709,-7303703.999,4992924.996,0,0,0,321.7503,311,-14,1484,0,1484,5,1029.7019,14.7803,205.9545,71.200625,-53.84,9371.4844,-116.5223,10159.4,11577,0,20739,20739,4137.04,6011.96,6039,479,11497,11018,711.836,mainland,mainland,,,,628.1819,-173.5353,402.3525,244.8822,-154.3841,467.3645,-192.1982,789.4086,225.7011,227,263.5853,265,563.0253,550,241.3912,239,3150.79,109.454,-2121.55,-38.1315,22.6524,-2.21353,2.67471,14.8831,26.57444763,24.15267944,1.287749506,1,14.8248,63,0.332934002,1,64,14,4.93568,14,4554870,64,0.476048521,0.010518911
NZN,245,New Zealand North,New Zealand,AUSTRALASIA,OWEast,Oceania,Old World,1.14622E+11,114621.5622,3891774.495,-38.57754677,175.7272133,16954527.69,-4561183.816,1,1,1,318.066,243,-29,2690,0,2690,10,1617.7979,18.1893,322.5815,126.1758083,82.4355,3378.5037,36.6749,22236.3,23961,0,34541,34541,6331.62,14131.8,14923,252,21837,21585,3125.45,continental,continental,1871120.674,1871.120674,NSW,1137.9276,100.2743,476.2667,26.4751,98.7157,1109.217,102.3924,1167.9412,28.0239,28,24.3766,24,504.3477,479,446.933,413,3342.42,168.168,-1724.83,-41.6781,19.72,12.2567,3.17433,20.0543,37.41763277,28.1738739,1.501518941,1,25.1747,46,0.214184082,1,47,27,5.39202,28,5960640,43,0.468261879,0.371390204
NZS,246,New Zealand South,New Zealand,AUSTRALASIA,OWEast,Oceania,Old World,1.52914E+11,152913.8403,3660201.459,-44.02210795,170.4795984,16452989.35,-5084847.047,1,1,1,628.1173,524,-100,2943,0,2943,7,1694.6089,13.8016,361.0711,85.04896667,33.8379,3786.7017,-11.4289,12478.2,12614,0,29999,29999,6935.89,8557.06,8581,39,19976,19937,4206.97,continental,continental,1778110.337,1778.110337,VIC,1547.7229,57.5181,135.5287,28.127,50.9215,1572.4973,64.6191,1523.3276,34.7075,36,21.0497,21,110.1821,66,159.1889,82,4345.43,114.413,-2657.08,-29.2671,14.6306,6.55471,3.2906,16.9932,2.369760843,1.961547256,0.313373905,1,22.5622,46,0.376824955,1,47,25,8.502,29,4623310,47,0.279745311,0.166495109
OFS,247,Free State,Southern Africa,AFRICA,OWWest,Afrotropics,Old World,1.29991E+11,129991.3714,1716702.254,-28.61014393,26.86433218,2592649.144,-3502158.782,0,0,0,1456.5303,1434,1077,3006,1077,1929,13,579.907,63.0344,32.3286,156.4684667,87.114,4962.2607,-11.2335,7364.04,6799,0,25004,25004,2555.79,4779.82,4283,721,16359,15638,1724.95,mainland,mainland,,,,513.8153,130.6107,66.1228,25.9032,139.9491,541.4585,121.7702,486.6968,16.5677,17,34.7555,35,38.4927,58,93.1844,96,2528.62,171.53,-1948.68,-15.0267,21.7792,8.83615,2.045,18.8483,1.530979354,0.984219521,0.060809111,1,11.3629,33,0.55709898,1,34,13,6.33026,17,9863,16,0.001696502,3.12719E-05
OGA,248,Ogasawara-shoto,Eastern Asia,ASIA-TEMPERATE,OWEast,Oceania,Old World,76522236.66,76.52223666,84193.62118,27.00805056,142.1177575,13712423.61,3322237.204,1,2,1,79.7936,5,-2,374,0,374,1,1350.5238,26.1111,201.6667,228.1534333,179.1746,3662.873,150.6349,7805.03,0,0,35952,35952,12762.8,13085.8,11947,2383,19025,16642,4910.78,volcanic,volcanic,1419912.368,1419.912368,KOR,1453.4951,206.8835,-105.873,20.5556,212.4951,1706.9126,199.7281,1215.0874,13.8571,16,31.2083,32,-353.1111,-355,110.9375,103,4424.27,255.677,-3039.25,-28.1228,0,0,0,0,4.423013013,4.146222591,0.608887439,1,,,,,,,,,,,,
OHI,249,Ohio,Northeastern U.S.A.,NORTHERN AMERICA,NewWorld,Nearctic,New World,1.16423E+11,116422.9407,1507578.744,40.41552797,-82.70728238,-7980478.96,4746047.983,0,0,0,272.8675,278,137,457,137,320,3,969.6495,19.1229,186.8517,101.3375667,-20.68,9075.4893,-81.7298,9294.92,9653,0,19911,19911,4181.74,5701.33,5758,530,10679,10149,973.848,mainland,mainland,,,,775.8902,-123.0283,193.7212,224.4045,-132.5417,637.2507,-113.0211,914.9896,233.9202,235,214.3951,216,332.3367,335,54.6686,51,2816.74,133.278,-1847.08,-31.9001,25.8654,-0.479231,2.76327,18.3445,1.619728208,1.619728208,0.209442146,1,20.4599,62,0.201261003,1,63,21,4.11778,19,2572320,32,0.238607206,0.066762571
OKL,250,Oklahoma,North-Central U.S.A.,NORTHERN AMERICA,NewWorld,Nearctic,New World,1.81139E+11,181138.6788,2367169.235,35.58437196,-97.50981445,-9407670.437,4258194.504,0,1,1,398.4588,328,96,1515,96,1419,8,864.9717,39.4833,117.4576,153.7473917,38.2709,8718.5215,-42.8294,8694.25,8409,0,22437,22437,3103.91,4332.15,4057,470,10884,10414,1093.81,mainland,mainland,,,,1297.666,-28.9468,-432.6675,182.7304,-45.6232,907.2221,-11.7756,1688.667,199.4043,206,165.5558,168,-42.1835,-43,-823.6413,-849,2081.17,178.405,-1216.19,-24.6166,32.857,2.699,1.83823,20.3679,63.54080878,58.95619202,1.784267816,1,18.5569,57,0.247687383,6,63,19,4.59631,19,314335,19,0.022016314,0.002278446
OMA,251,Oman,Arabian Peninsula,ASIA-TEMPERATE,OWEast,Palearctic,Old World,3.08799E+11,308799.4751,3628750.85,20.60235703,56.11008942,5412476.436,2568597.697,0,2,1,274.2408,186,-30,2883,0,2883,6,59.21,95.5488,3.1237,263.0847167,205.0451,4134.2793,143.7023,168.088,0,0,12118,12118,819.273,1504.65,1382,0,7353,7353,1066.81,mainland,mainland,,,,62.2427,227.4718,-2.929,35.7028,225.7563,57.0804,229.6971,67.8846,37.4261,38,33.4726,33,2.1255,-3,-8.4648,-6,156.461,324.305,-97.064,-61.2748,38.2921,20.3864,1.22669,30.2192,51.7101066,52.73303986,1.697370135,1,,,,,,,,,,,,
ONT,252,Ontario,Eastern Canada,NORTHERN AMERICA,NewWorld,Nearctic,New World,1.07608E+12,1076076.161,6420865.507,50.07309622,-85.83256685,-8263784.904,5591162.007,0,0,0,248.1925,252,-4,668,0,668,7,729.225,33.4036,115.4462,5.147841667,-160.8468,12208.7197,-239.4473,6683.11,7902,0,16936,16936,3694.32,4504.59,4783,200,10031,9831,1351.32,mainland,mainland,,,,167.8592,-277.6095,561.3326,282.7505,-226.3798,150.884,-328.342,185.3182,231.5414,233,333.4473,337,578.3262,597,543.8854,557,2589.68,56.8496,-1860.81,-51.6911,18.2436,-9.17216,2.0512,8.83655,10.48194162,12.44664478,0.913474696,1,12.5633,63,0.487376724,1,64,12,6.12306,12,45401200,64,0.625756482,0.027207541
ORE,253,Oregon,Northwestern U.S.A.,NORTHERN AMERICA,NewWorld,Nearctic,New World,2.51332E+11,251331.7659,2350572.186,43.94031794,-120.5408757,-11630838.73,5080026.587,0,0,0,1072.7507,1225,-54,3169,0,3169,11,779.2935,45.4139,65.6138,76.07124167,-2.6605,6433.0508,-60.0476,7807.79,6438,0,28354,28354,5608.68,4531.9,4085,181,18768,18587,2943.06,mainland,mainland,,,,756.1211,26.1019,23.5659,50.0272,23.6617,750.9652,29.0197,761.806,52.4621,62,47.085,44,28.7164,22,18.6352,19,3019.14,106.732,-2239.75,-30.62,22.6875,1.02714,2.65594,16.3394,93.06045103,97.96393585,1.947287928,1,31.6397,57,0.227803993,1,58,33,7.20765,37,16758500,54,0.440545621,0.386697996
PAK,254,Pakistan,Indian Subcontinent,ASIA-TROPICAL,OWEast,IndoMalay,Old World,7.95104E+11,795103.9626,6892264.31,29.35662305,68.78919169,6631716.504,3573550.431,0,3,1,730.8767,372,-15,6836,0,6836,10,261.0737,92.0309,17.7751,222.59705,121.1087,7303.4468,33.0785,2224.49,1501,0,23632,23632,2685.72,1747.68,1320,0,13686,13686,1386.5,mainland,mainland,,,,343.4865,191.8666,-82.5276,30.8437,202.706,156.4384,181.5122,531.0327,19.9927,19,41.2384,36,104.5734,82,-270.1589,-235,602.825,247.44,-341.545,-24.7481,34.3335,10.3451,2.61453,21.5396,3.006809197,2.362664342,0.352815589,1,33.9932,43,0.230230164,6,49,38,7.82626,40,630335,35,0.005876648,0.005120794
